CRSE_GRADE_OFF,percentile in HS class,ACTMATH,ACTCOMP,YEARS_OF_STUDY_ACT,ALG SCORE,MBSC SCORE,TRIG SCORE,self reported math GPA,placement
BC,,24,26,4,500,590,440,3.7, 
F,0.54,17,21,8,350,320,320,2.5,MATH A
BC,0.78,25,25,8,350,470,420,3.8,MATH B
C,,23,20,8,440,540,380,3.8,MATH C
B,0.85,24,22,7,500,540,390,3,MATH C
BC,0.87,23,24,8,560,540,540,4,MATH D
B,0.7,23,22,5,480,460,540,3.5,MATH C
BC,0.65,26,27,8,560,490,510,4, 
A,,30,27,8,630,690,560,4,MATH E
B,0.76,20,23,6,430,460,320,2.8,MATH B
AB,0.67,23,29,6,410,490,490,3.7,MATH B
B,,24,25,8,510,660,490,4,MATH D
A,0.92,24,27,8,600,710,510,4,MATH D
B,0.8,23,23,6,590,540,580,4,MATH D
B,0.89,27,24,4,560,590,580,4,MATH D
A,0.97,29,31,8,590,710,580,4, 
C,,20,19,7,, , ,2.7, 
B,0.82,24,23,0,520,560,560,3.7, 
A,0.98,34,32,8,790,790,830,4,MATH E
BC,0.9,18,19,6,390,300,390,3,MATH A
C,0.68,26,22,8,480,460,390,3.5,MATH C
A,0.78,28,25,8,500,710,540,3.5, 
B,0.81,28,23,5,730,710,670,4,MATH E
D,0.8,25,22,5,550,540,540,3.8, 
A,0.86,33,31,8,660,710,610,4, 
A,0.71,26,25,4,470,490,440,3.3,MATH B
AB,,25,23,8,500,540,470,3.2,MATH C
B,0.92,28,30,8,560,660,610,4,EXPIRED
C,0.82,20,21,7,480,540,510,3.5,MATH C
C,,19,21,8,410,490,360,3.6, 
B,0.76,27,26,8,510,590,470,3.8,MATH B
F,0.72,22,25,8,510,520,640,3,MATH D
B,0.72,22,25,8,510,520,640,3,MATH D
C,0.88,23,22,8,430,540,420,2.7, 
F,0.68,18,20,8,, , ,3.3,MATH C
C,0.68,18,20,8,, , ,3.3,MATH C
B,,23,26,6,, , ,, 
C,0.82,24,27,6,440,540,360,3, 
D,0.88,21,24,6,440,440,470,3.7,MATH B
C,0.74,25,24,8,480,590,510,3.5,MATH C
F,0.73,19,28,8,370,360,200,2,MATH A
D,0.73,19,28,8,370,360,200,2,MATH A
AB,0.76,27,27,6,570,620,670,3.8, 
C,0.73,25,26,6,470,590,510,3.5,MATH C
BC,0.81,25,25,8,520,540,490,3.5,MATH D
B,0.78,20,21,6,540,490,490,3.7,MATH B
B,,21,20,5,, , ,4, 
C,0.66,25,27,8,470,540,440,,MATH C
B,0.95,25,23,8,660,590,610,4,MATH E
AB,0.88,19,22,6,460,460,420,3.7, 
A,0.99,28,30,8,590,620,710,4,MATH D
AB,,22,19,6,, , ,4, 
D,0.82,24,22,6,470,490,490,4,MATH B
C,0.91,24,27,8,510,540,390,3.8,MATH D
D,0.82,25,24,8,570,510,490,3.8,MATH D
C,0.83,18,18,8,520,470,450,4,MATH B
C,,26,24,5,540,660,580,4,MATH D
B,0.72,27,24,5,650,590,540,,MATH D
C,0.76,20,21,8,410,420,490,3.3,MATH B
B,0.77,22,27,6,480,490,440,3,MATH C
AB,0.9,25,25,6,570,620,560,4, 
AB,0.9,25,26,8,410,560,390,3.5,MATH B
AB,,25,24,8,540,620,640,4,MATH D
D,0.8,25,25,6,, , ,4,MATH B
B,0.71,25,24,6,500,620,490,4,MATH C
F,0.87,24,24,6,370,460,440,3,MATH B
F,0.87,24,24,6,370,460,440,3,MATH B
D,0.87,24,24,6,370,460,440,3,MATH B
D,0.71,17,23,6,, , ,2.7, 
B,0.73,26,27,8,590,710,540,3.8,MATH D
A,0.77,26,23,8,620,590,670,3.5,MATH E
A,0.75,26,23,8,440,540,560,,MATH C
BC,0.88,25,22,8,520,560,540,4,MATH D
B,0.96,25,23,8,560,660,390,4, 
D,0.43,21,23,8,480,490,490,3,MATH C
B,0.99,25,27,8,500,510,640,4,MATH C
C,,18,20,5,, , ,2.5, 
BC,,22,20,6,520,540,540,3.3,MATH D
C,,23,20,6,390,460,420,2.2,MATH B
F,0.67,24,23,5,, , ,3.8, 
C,0.67,24,23,5,, , ,3.8, 
D,,17,20,6,430,510,360,3,MATH B
B,,17,20,6,430,510,360,3,MATH B
B,0.64,21,25,5,510,510,470,3,MATH C
D,,18,20,8,, , ,2, 
C,,18,20,8,, , ,2, 
C,0.69,25,23,6,520,490,360,,MATH C
B,0.81,24,22,6,440,510,440,4, 
A,0.99,24,25,8,520,710,470,4,MATH D
C,,16,17,8,410,420,380,3,MATH B
A,0.84,24,23,5,510,540,510,4,MATH D
F,,21,21,8,, , ,3.3,MATH C
C,,21,21,8,, , ,3.3,MATH C
A,0.93,28,22,6,600,620,640,4,MATH D
AB,0.78,30,26,8,590,660,580,3.8, 
BC,0.87,22,23,8,470,540,420,3.7, 
A,,23,23,6,, , ,3.7, 
BC,0.66,25,26,6,460,490,360,3.8,MATH B
AB,0.75,26,21,4,560,540,470,3.5,MATH D
AB,,28,30,8,520,620,560,3,MATH D
F,0.5,20,19,7,380,540,360,3,MATH B
A,0.71,26,23,6,440,490,510,3,MATH B
A,,25,24,8,590,590,610,4,MATH D
AB,0.78,21,20,5,440,360,390,4, 
B,,23,26,4,530,640,560,3, 
B,0.95,27,29,8,510,620,490,4,MATH D
BC,0.81,22,21,8,430,440,420,4,MATH B
D,0.6,27,26,8,550,620,580,3,MATH D
B,0.6,27,26,8,550,620,580,3,MATH D
F,,24,25,7,480,570,450,2.3,MATH C
C,,24,25,7,480,570,450,2.3,MATH C
C,0.87,16,16,6,390,460,390,2.5,MATH B
D,0.7,21,23,8,480,490,490,3,MATH C
C,0.74,26,23,8,540,510,510,,MATH D
BC,0.93,26,24,8,630,590,640,4,MATH E
D,0.7,23,24,8,370,420,270,2.5, 
C,,24,23,8,600,560,560,3.5,MATH D
A,0.83,27,25,8,570,660,560,3.4,MATH D
C,0.85,24,25,8,480,490,390,3.2, 
B,0.66,23,25,6,440,540,580,3,MATH C
AB,0.86,25,23,8,390,560,470,3.8,MATH B
B,0.92,26,25,5,540,540,580,4, 
F,0.75,24,25,7,520,620,560,, 
B,0.73,22,23,8,390,490,390,3.8,MATH B
A,0.87,25,29,5,460,510,390,3.3,MATH B
C,0.82,23,25,8,550,620,610,4,MATH D
C,0.86,26,23,5,520,620,670,4,MATH D
C,0.62,22,25,8,410,440,470,2,MATH C
AB,,26,24,8,560,620,610,4,MATH D
B,0.82,21,21,8,330,330,360,, 
B,0.75,21,24,8,430,390,390,3.3,MATH B
A,0.85,27,25,6,600,850,510,3.8,MATH D
B,0.9,24,25,8,460,560,540,4,MATH C
BC,0.84,28,26,5,700,850,710,, 
B,,25,25,6,540,620,610,3.8,MATH D
C,,21,23,6,500,560,390,4, 
D,0.96,22,21,6,480,560,540,3.3,MATH C
F,0.96,22,21,6,480,560,540,3.3,MATH C
C,0.85,18,21,8,440,440,320,3.7,MATH B
A,0.72,24,25,8,430,540,470,3, 
AB,0.92,24,23,8,600,620,540,4, 
BC,0.86,20,23,8,510,480,460,3.3,MATH B
A,,25,24,6,520,510,510,4,MATH C
AB,0.85,24,24,8,480,540,510,4,MATH C
D,0.51,27,27,8,660,660,580,2.8,MATH E
B,,27,27,8,440,570,560,4, 
BC,0.62,22,24,6,440,490,490,3.8,MATH B
B,,24,23,6,, , ,3.7, 
A,0.98,28,27,8,700,790,670,4,MATH E
B,0.94,26,30,8,590,710,560,4,MATH D
A,0.96,24,25,8,540,560,540,4,MATH D
AB,0.76,23,22,6,500,540,470,3.2,MATH C
AB,0.99,24,23,8,560,660,640,4,MATH D
BC,0.83,20,21,5,430,510,470,3.8,MATH B
A,0.96,27,29,8,550,850,560,4, 
C,0.89,20,22,8,470,490,580,3.7,MATH B
BC,0.69,23,24,8,480,560,360,3.3, 
BC,0.9,24,25,8,410,510,420,4, 
AB,,27,28,8,570,660,640,3.3, 
AB,0.62,25,25,8,560,620,420,3.3,MATH D
B,0.82,24,26,6,520,590,710,4,MATH D
A,0.84,26,25,8,520,560,490,4,MATH D
B,,24,25,8,460,440,490,3.8,MATH B
F,0.68,25,25,5,440,460,510,2.5,MATH B
F,0.68,25,25,5,440,460,510,2.5,MATH B
B,,25,26,8,410,420,390,3.7, 
BC,0.68,26,26,8,570,560,470,2.7,MATH D
C,0.85,24,21,8,430,490,510,3.5, 
B,0.83,25,26,8,540,440,610,3.6,MATH D
BC,0.79,18,17,8,560,620,320,3,MATH C
B,0.66,26,26,7,510,620,640,3.8,MATH D
C,,26,31,8,540,600,570,,MATH D
D,0.82,24,24,6,440,460,440,4,MATH B
B,0.94,23,23,5,440,460,360,3.8, 
D,0.67,24,23,6,440,590,510,3.8, 
B,0.8,28,29,8,550,790,610,4,MATH D
F,0.25,18,21,7,350,460,440,2,MATH B
C,0.25,18,21,7,350,460,440,2,MATH B
BC,0.8,26,24,7,370,560,440,,MATH B
F,0.57,17,21,8,390,440,390,3, 
C,0.57,17,21,8,390,440,390,3, 
A,0.9,29,27,7,610,850,640,4,MATH E
D,0.55,17,17,8,440,460,420,3.5,MATH B
D,0.55,17,17,8,440,460,420,3.5,MATH B
A,0.98,26,25,8,630,590,540,4, 
B,0.94,28,28,5,, , ,4,MATH B
B,0.83,23,23,6,520,560,560,3.3,MATH D
A,0.98,26,26,5,590,620,640,4,MATH D
AB,0.96,25,25,8,480,590,510,4, 
D,0.63,25,28,6,460,420,440,3,MATH B
D,0.63,25,28,6,460,420,440,3,MATH B
D,0.77,16,23,6,330,360,360,3.4,MATH A
B,,28,30,8,630,850,510,3.8,MATH D
BC,0.92,26,26,8,470,540,540,3.8,MATH C
BC,0.76,24,24,0,470,420,360,3.3,MATH B
F,0.44,22,18,5,480,590,390,3,MATH C
A,0.99,34,30,8,, , ,4,MATH B
B,0.88,24,25,8,570,710,490,4,MATH D
C,,19,20,5,, , ,3, 
BC,0.7,25,25,6,470,620,470,4,MATH C
B,0.85,23,24,8,510,590,640,3.7, 
A,0.7,27,27,6,470,540,560,4,MATH C
C,0.47,19,18,6,, , ,2, 
A,0.82,24,23,6,570,620,580,3.8,MATH D
D,0.64,23,27,7,470,490,420,2.8,MATH B
C,0.64,23,27,7,470,490,420,2.8,MATH B
B,0.66,26,23,8,540,560,470,3.3,MATH D
BC,0.8,24,24,8,440,510,440,3.3,MATH B
A,,28,24,8,440,640,520,3.6, 
C,,17,18,8,430,360,440,3.7,MATH A
B,0.62,25,25,8,510,620,540,3.8,MATH D
A,0.96,24,21,5,730,710,670,4,MATH E
F,0.86,18,21,6,300,420,490,3,MATH B
C,0.86,18,21,6,300,420,490,3,MATH B
AB,0.99,25,27,8,570,710,510,4,MATH D
AB,0.96,24,24,6,510,470,440,4,MATH C
AB,0.91,25,27,7,, , ,3.3, 
A,0.87,29,27,8,700,710,560,4, 
A,0.92,33,29,8,700,790,710,4,MATH E
BC,0.68,26,26,8,430,710,490,2.2, 
F,0.46,18,19,8,420,410,340,2.3,MATH B
D,0.46,18,19,8,420,410,340,2.3,MATH B
D,0.65,23,22,8,500,510,470,3, 
B,0.69,24,23,8,500,490,470,3.5, 
C,0.8,24,23,6,500,560,490,,MATH C
B,,24,24,8,510,440,540,4,MATH C
A,,27,25,6,630,660,580,3.5,MATH E
A,0.87,22,22,5,480,490,510,3.8,MATH C
AB,0.84,25,23,8,640,850,670,4, 
A,0.76,26,26,8,540,620,510,4,MATH D
BC,0.72,23,20,8,350,440,440,3.5, 
B,0.73,29,24,8,570,710,580,4,MATH D
AB,0.86,27,28,6,570,660,540,3.2, 
A,0.96,23,24,8,510,790,510,4,MATH D
D,0.64,16,19,7,370,330,390,3.7,MATH A
BC,0.77,22,25,0,470,540,420,,MATH C
B,0.67,25,23,8,560,490,580,4, 
A,0.8,23,23,7,540,560,510,4,MATH D
C,,18,19,6,, , ,2.7, 
F,0.67,27,27,8,680,660,640,3.2, 
C,0.5,19,20,6,510,490,270,2.3,MATH B
C,,24,23,8,430,490,420,3.8,MATH B
A,0.92,27,23,8,570,590,560,4,MATH D
C,,23,21,8,, , ,3.3, 
B,0.81,26,26,8,510,620,470,3.8,MATH D
AB,0.73,25,24,6,500,620,440,4,MATH C
BC,0.74,26,28,8,500,660,470,3.3,MATH C
AB,0.94,25,23,8,590,710,510,3.8,MATH D
B,0.83,25,26,8,470,510,440,3.8,MATH B
BC,0.42,16,16,6,270,350,390,1.7,MATH A
AB,0.83,25,24,8,560,620,560,3,MATH D
A,0.86,27,28,5,520,590,580,3.6,MATH D
F,,27,27,8,, , ,3.3, 
B,0.88,28,25,6,520,590,490,3.8,MATH D
AB,,21,25,8,510,560,440,4,MATH D
B,,24,24,8,520,560,560,3.3,MATH D
B,0.82,27,27,6,650,620,560,4,MATH E
BC,,25,19,6,430,540,360,2.7,MATH C
D,0.7,27,24,8,510,590,490,3.5,MATH D
B,,21,23,8,440,360,320,2.5,MATH C
B,0.86,30,25,6,560,540,540,3.3,MATH D
B,,21,24,6,470,490,420,3.3,MATH B
A,0.96,26,27,6,500,560,560,4,MATH C
BC,0.67,23,25,8,420,470,520,3.3,MATH B
D,0.73,17,23,8,440,420,360,2.5, 
B,0.98,26,26,6,600,690,450,4,MATH D
AB,0.74,24,22,8,, , ,3.8, 
D,,23,27,8,480,590,490,3.8,MATH C
C,,25,23,8,550,590,540,3,MATH D
C,0.39,24,23,6,490,490,560,3, 
F,0.88,25,22,8,460,710,510,4,MATH C
B,0.88,27,25,5,460,560,510,3.8, 
A,0.93,31,27,8,520,620,510,4,MATH D
F,0.86,28,25,6,620,660,610,3.7,MATH E
AB,0.79,25,28,8,660,760,620,3.3,MATH E
B,,23,23,8,, , ,3, 
C,0.65,22,23,8,480,590,580,4,MATH C
A,0.93,30,31,8,750,850,710,4,MATH E
C,,23,23,8,350,440,360,,MATH B
A,0.84,30,28,8,630,850,710,4, 
A,0.86,27,22,8,660,660,640,4,MATH E
AB,0.89,24,24,5,590,560,580,4,MATH D
B,,31,29,8,650,850,640,3.3,MATH E
BC,0.76,25,24,7,660,660,540,3, 
A,0.99,27,28,8,540,590,540,4,MATH D
F,0.78,27,27,8,590,590,830,3.6, 
C,0.8,26,24,8,510,590,470,3.8,MATH D
A,0.68,23,25,8,540,540,420,3.8, 
BC,0.86,28,25,8,650,660,560,3.8,MATH E
C,0.79,25,22,6,470,540,610,3.7,MATH C
A,,31,32,8,830,790,830,4,MATH E
B,,34,28,8,720,690,670,3.8,MATH E
BC,,26,25,8,550,710,440,,MATH D
A,,25,23,8,520,560,470,3.2,MATH D
A,0.83,23,24,8,440,540,440,4,MATH C
AB,0.81,24,24,8,570,660,470,4,MATH D
B,0.8,23,22,6,500,620,560,3.7,MATH C
AB,0.92,25,25,8,600,790,640,4,MATH D
B,0.83,25,21,8,470,460,490,3.7,MATH B
C,0.76,27,24,6,620,660,640,3.7, 
C,,22,25,8,370,460,420,3.7, 
F,0.66,19,22,5,370,300,440,3.3, 
B,0.66,19,22,5,370,300,440,3.3, 
B,0.77,27,27,8,570,710,560,4,MATH D
AB,0.93,22,21,8,520,440,440,4,MATH C
B,0.92,24,22,8,480,490,440,4,MATH C
B,0.91,28,27,6,680,620,640,4,MATH E
B,,22,22,8,430,560,440,3.8, 
B,,23,29,8,540,640,490,, 
B,0.87,22,22,6,370,390,390,4,MATH B
C,,26,27,8,, , ,3.5,MATH E
AB,0.82,27,26,6,580,600,570,,MATH D
C,0.92,25,25,8,410,540,470,,MATH B
A,0.98,26,26,8,550,560,470,4,MATH D
D,0.71,18,20,6,370,540,560,3.3,MATH B
B,0.68,21,26,8,570,850,420,2.8,MATH D
B,0.96,27,29,8,600,560,580,4,MATH D
A,,24,23,8,540,460,580,3.3,MATH D
B,,24,23,8,430,360,320,3.3,MATH B
BC,,24,24,6,570,590,470,3.7, 
A,0.91,29,25,5,650,790,710,4,MATH E
B,,24,24,8,430,490,490,3.7,MATH B
AB,0.99,27,26,6,650,790,710,4,MATH E
A,0.96,20,17,8,500,460,420,4,MATH B
B,0.87,19,20,6,470,510,540,3.7,MATH B
AB,0.86,19,21,8,570,440,540,3.7,MATH B
D,,25,27,8,510,620,510,3.3,MATH D
A,0.87,26,28,8,540,660,670,3,MATH D
AB,0.82,26,24,5,610,520,610,3.5,MATH E
AB,,26,26,8,600,490,490,3,MATH D
A,0.87,24,27,8,540,510,610,4,MATH D
AB,0.96,27,25,8,470,540,490,4,MATH C
B,,26,22,8,520,620,470,4,MATH D
AB,,26,23,5,430,490,470,3.8,MATH B
C,,23,25,6,440,490,360,3.3,MATH B
D,0.72,23,22,5,560,560,490,3.3, 
A,0.84,23,22,8,410,460,360,3.5,MATH B
C,0.8,25,20,8,460,490,510,3.7, 
AB,0.93,24,24,8,440,440,420,4,MATH B
B,0.74,25,24,8,470,540,440,3.3,MATH C
A,0.9,25,27,6,560,850,610,4,MATH D
BC,0.77,23,24,8,500,420,440,4,MATH C
BC,0.86,26,24,8,470,560,560,4, 
A,,25,28,5,500,620,560,3.8,MATH C
BC,0.8,23,24,8,500,540,390,4, 
A,0.98,26,26,6,440,560,540,4,MATH C
AB,0.66,25,23,5,520,490,560,3, 
C,0.8,26,22,6,470,460,270,4, 
F,0.78,18,22,6,350,330,470,3,MATH A
AB,,28,27,6,550,620,560,4, 
B,0.9,24,23,8,560,590,470,4, 
C,,25,28,8,540,660,540,4,MATH D
A,0.94,26,28,8,550,660,580,4,MATH D
C,0.76,25,24,8,, , ,3.3, 
B,0.83,25,26,6,410,460,420,3.5,MATH B
B,0.48,25,23,6,390,460,420,3.5,MATH B
BC,,23,24,5,520,710,510,4,MATH D
D,0.95,21,22,6,460,420,470,3.8,MATH B
B,,19,22,8,410,420,270,3.8,MATH B
AB,0.9,23,26,7,460,460,560,4, 
A,0.98,27,29,8,730,790,610,4,MATH E
B,0.8,23,25,5,500,490,470,3.3, 
C,,25,26,5,540,510,540,3.8,MATH D
A,0.98,21,24,6,480,560,420,4,MATH C
AB,0.86,26,23,8,480,440,560,3.7,MATH C
C,0.82,22,24,6,470,440,470,4, 
A,0.77,26,22,8,570,590,490,3.7,MATH D
C,0.81,21,20,5,410,440,440,3.7,MATH B
D,,20,26,5,540,540,420,,MATH C
A,0.99,28,26,8,630,620,610,4,MATH E
F,0.72,22,22,8,510,540,490,3.3, 
C,0.72,22,22,8,510,540,490,3.3, 
B,0.66,28,29,6,460,610,470,2.7,MATH C
A,0.86,27,24,8,470,540,440,4,MATH C
A,0.93,27,29,6,460,660,440,4,MATH C
C,0.84,25,26,5,440,560,490,3.7,MATH C
AB,0.67,21,23,5,440,440,360,3.7, 
A,0.96,27,26,8,590,660,610,4,MATH D
C,0.82,20,19,8,450,540,450,3.7,MATH B
AB,,23,23,6,550,560,470,3.8,MATH D
BC,0.64,25,24,8,440,460,670,2.6,MATH B
A,0.96,24,25,8,500,540,420,4,MATH C
BC,0.7,27,29,7,300,420,320,3.7, 
BC,0.74,23,22,5,540,510,560,3,MATH D
AB,0.72,22,18,5,440,420,490,3.3,MATH B
A,0.88,27,28,5,560,620,510,4, 
A,0.74,25,23,7,540,710,510,,MATH D
B,,26,23,5,600,660,640,3.3,MATH D
C,0.56,23,27,5,540,590,560,3.3,MATH D
B,0.71,22,22,7,510,440,440,3.3,MATH C
A,0.85,28,26,4,480,690,570,4,MATH C
D,,25,25,7,370,440,320,4,MATH B
C,0.7,26,27,8,480,440,420,3.3, 
A,0.99,23,25,8,580,570,520,4, 
BC,0.86,26,25,5,500,570,390,4,MATH C
BC,0.84,24,28,5,480,620,540,4,MATH C
B,0.65,20,23,7,430,360,510,3.8, 
A,0.69,24,22,8,, , ,3, 
C,0.67,29,25,5,560,590,610,3.7, 
B,,22,24,8,, , ,4,MATH B
A,0.96,26,29,5,570,710,580,3.8, 
BC,0.89,28,23,0,660,790,710,3.7, 
C,0.81,21,20,5,440,540,440,3,MATH C
B,0.75,31,28,6,600,620,610,3.8,MATH D
B,0.63,26,26,8,460,560,440,3.5,MATH C
B,0.56,24,21,8,, , ,3.2,MATH C
C,0.5,20,24,6,400,410,390,3,MATH B
B,0.83,24,27,6,530,640,570,3.2, 
BC,0.89,19,21,8,460,510,450,3.6,MATH B
D,0.88,15,17,6,340,190,190,4,MATH A
C,,25,20,8,, , ,3.8, 
BC,0.8,23,24,8,520,510,420,2.7,MATH C
F,0.82,18,21,5,490,640,450,4, 
D,0.72,23,22,6,430,510,360,3,MATH B
C,,23,24,5,, , ,4,MATH C
A,0.95,25,29,8,510,590,560,4,MATH D
AB,0.9,28,25,7,600,620,540,4,MATH D
D,0.27,17,20,6,, , ,2, 
AB,0.96,29,29,5,620,790,640,4,MATH E
C,0.8,22,23,6,390,390,470,2.7, 
D,,25,23,0,420,370,320,4,MATH B
BC,0.68,26,26,8,600,510,620,3,MATH D
BC,,18,19,6,, , ,2.3, 
BC,0.72,26,24,8,470,460,510,3.3,MATH B
BC,0.86,25,23,4,520,510,440,3,MATH C
BC,0.7,19,22,8,410,460,420,4,MATH B
D,0.85,28,26,6,, , ,4, 
F,,28,30,6,730,790,670,3.6,MATH E
B,,25,27,8,520,590,490,3.8,MATH D
BC,0.9,27,26,8,550,660,470,4,MATH D
AB,0.85,24,22,8,540,540,610,4,MATH D
A,,27,28,4,590,540,670,4,MATH D
B,0.88,26,24,8,480,560,540,3.5,MATH C
A,0.88,25,20,6,630,690,690,4, 
B,0.92,25,24,8,, , ,3.8, 
D,0.74,16,18,5,260,190,320,2.5,MATH A
A,0.88,26,23,8,560,590,560,4,MATH D
C,0.47,18,19,8,430,590,420,3,MATH B
C,0.87,25,24,8,390,360,360,3.7,MATH B
D,,15,16,6,320,340,320,3,MATH A
C,0.9,23,22,6,460,460,440,4,MATH B
B,0.92,26,25,6,480,710,540,3.7, 
AB,0.85,26,23,8,560,620,640,4,MATH D
B,,26,26,8,570,460,670,4,MATH D
AB,0.84,24,23,5,500,490,540,4,MATH C
F,0.83,24,26,7,390,510,470,3.3,MATH B
F,0.83,24,26,7,390,510,470,3.3,MATH B
C,0.83,24,26,7,390,510,470,3.3,MATH B
D,0.92,26,23,0,, , ,4,MATH C
B,0.85,26,25,8,460,340,360,, 
BC,,22,25,8,380,570,250,,MATH B
BC,0.66,23,23,4,510,490,540,4, 
A,0.95,27,27,8,510,560,540,4,MATH D
A,0.76,25,29,8,470,510,470,3,MATH B
F,,18,18,6,, , ,2.5, 
D,0.72,23,23,5,410,490,440,,MATH B
C,0.83,23,21,6,560,560,470,2.3,MATH D
B,0.75,24,26,6,470,390,420,3.3,EXPIRED
B,0.73,22,22,5,290,310,320,2.7,MATH B
A,0.92,24,24,8,510,540,610,,MATH D
D,,19,25,8,, , ,2, 
B,0.76,23,24,8,480,340,420,4,MATH B
A,0.97,30,30,8,610,540,690,3.8,MATH E
AB,0.98,24,26,5,470,460,360,3.8,MATH B
A,,25,23,8,480,590,470,4,MATH C
C,,23,22,6,410,440,390,3.4,MATH B
A,0.8,22,23,7,470,510,510,3.5,MATH B
AB,0.83,23,26,8,480,560,490,3.3,MATH C
B,0.81,27,24,8,600,660,540,4,MATH D
BC,0.75,26,27,6,430,490,580,3.5,MATH D
A,0.89,28,26,8,660,710,510,4,MATH D
BC,0.58,26,27,8,500,560,580,3, 
A,0.94,30,27,8,710,720,600,4,MATH E
A,0.92,28,27,8,600,850,610,4,MATH D
AB,0.41,24,24,8,460,540,560,2.3, 
AB,,20,25,6,390,540,420,4,MATH B
B,,24,25,8,440,620,540,4,MATH C
C,0.81,22,21,8,570,650,490,3.6,MATH D
AB,0.75,20,20,0,430,370,390,4, 
A,0.93,24,22,6,570,660,540,4,MATH D
C,0.88,19,22,7,410,510,420,3.3,MATH B
C,0.7,24,22,0,450,340,320,,MATH A
A,,33,28,6,720,690,850,3,MATH E
D,0.58,23,18,8,520,620,440,2.3,MATH D
C,0.76,22,23,6,430,440,390,3.5,MATH B
BC,,18,20,8,560,540,470,2.5, 
B,,24,21,5,460,390,420,3,MATH B
B,,27,23,8,480,490,520,,MATH C
B,0.74,24,25,8,570,540,470,3.3, 
C,0.84,23,25,6,510,560,540,, 
AB,,19,21,6,500,540,500,3.4,MATH C
A,0.86,25,26,6,500,560,510,3.7,MATH C
B,0.81,17,19,8,410,360,320,3.5, 
B,,22,26,4,420,410,520,4, 
B,0.85,19,22,7,440,490,200,3, 
BC,0.75,25,23,6,430,510,440,2, 
C,0.7,28,27,8,630,560,540,4, 
A,0.9,25,24,6,680,790,470,4,MATH D
C,0.8,22,21,5,520,690,540,3.5,MATH D
C,0.71,21,25,8,430,460,390,3.3,MATH B
B,0.77,21,23,5,460,460,420,4, 
C,0.78,24,24,7,510,560,540,4,MATH D
BC,0.72,21,22,6,500,540,420,3,MATH C
F,0.47,16,16,8,430,260,360,2.3,MATH A
AB,,23,26,6,480,560,490,4, 
C,0.82,26,28,5,470,620,510,3.7,MATH B
D,,17,19,6,, , ,4, 
A,0.63,24,24,6,470,490,420,3.3,MATH B
C,0.9,24,21,8,570,510,640,4,MATH D
A,0.96,29,32,8,750,850,830,4,MATH E
D,0.47,19,23,7,360,560,320,,MATH B
C,0.65,25,25,8,420,460,520,3.8, 
C,0.6,21,23,6,480,570,450,,MATH C
A,0.9,29,27,8,550,590,470,3,MATH D
F,0.66,26,26,8,530,490,360,,MATH D
D,,23,22,0,440,510,420,,MATH B
A,0.95,28,28,6,630,760,730,4, 
A,0.8,23,24,7,520,640,540,2.8,MATH D
A,0.73,25,25,6,480,540,730,3.7, 
A,0.95,30,30,8,600,850,760,4,MATH D
D,0.6,23,27,5,380,490,390,,MATH B
AB,0.97,29,25,6,540,710,610,4,MATH D
B,0.8,24,22,8,480,490,540,4, 
AB,0.81,18,18,4,150,210,360,, 
C,0.62,26,23,8,570,510,470,3.5,MATH D
B,0.7,24,24,8,600,640,570,3.3, 
B,0.94,31,26,4,720,690,780,3.7,MATH E
C,,24,28,8,470,510,540,4,MATH B
B,0.76,24,23,7,500,510,520,3.3, 
C,0.72,20,21,4,460,490,500,3,MATH B
B,0.86,23,24,8,430,440,540,4,MATH B
C,0.59,23,23,8,, , ,3.3, 
A,0.94,24,24,8,520,490,470,4,MATH C
C,0.68,23,24,5,540,460,670,4,MATH D
A,0.99,31,31,6,650,850,760,4,MATH E
F,0.7,17,24,8,450,410,360,3,MATH B
BC,0.7,17,24,8,450,410,360,3,MATH B
C,0.75,23,19,7,490,460,520,3,MATH C
D,0.75,24,24,6,490,600,420,3.3,MATH C
B,0.75,24,24,6,490,600,420,3.3,MATH C
F,0.7,23,23,6,430,490,320,2.5, 
C,0.7,23,23,6,430,490,320,2.5, 
B,,20,21,8,440,490,560,,MATH B
A,,27,28,8,620,660,470,3, 
BC,,23,24,8,480,460,470,3.3, 
B,0.72,25,20,8,490,520,450,3, 
B,0.79,25,24,7,500,510,360,3.5, 
C,0.73,19,19,8,, , ,3, 
B,0.74,24,27,0,440,510,510,3.3,MATH B
C,,24,24,5,, , ,4, 
F,,18,22,6,, , ,1.3, 
A,0.98,27,28,8,780,760,690,4,MATH E
BC,0.8,20,23,4,300,420,420,3.4, 
F,0.66,24,22,7,470,400,490,2.7,MATH B
B,0.77,34,27,5,700,850,760,,MATH E
C,0.97,16,23,6,420,490,390,4, 
A,0.79,27,25,6,520,590,640,3.7, 
AB,0.77,23,23,8,480,510,540,4,MATH C
D,,17,19,5,290,370,360,2, 
C,0.76,21,23,6,350,390,360,2.7,MATH B
F,,27,26,8,, , ,4, 
A,,27,26,8,, , ,4, 
A,0.97,29,27,8,680,710,710,4,MATH E
AB,0.75,25,24,8,330,540,440,3.8, 
D,0.79,23,22,6,460,490,390,3.3,MATH B
C,0.79,23,22,6,460,490,390,3.3,MATH B
BC,0.83,23,23,8,520,440,520,3.7,MATH C
D,0.77,25,24,8,400,540,420,,MATH B
BC,0.97,20,21,6,, , ,4, 
